sentence,emotion
It's interesting how their choices always seem to lead to the same outcomes.,judgemental
The mere thought of her presence sends shivers down my spine and a sour taste in my mouth.,loathing
I tend to change my route when I see them coming towards me.,avoiding
Her words seemed to linger momentarily in the air before being abruptly deleted from the conversation.,crossed out
The feeling crept through me like dark shadows on a sunny day.,awful
I cannot believe such a blatant disregard for basic decency and respect!,outraged
The sight and smell of the decaying pile of garbage made my stomach churn.,disgust
The sight of the decaying food made her quickly step back in disgust.,repelled
Her footsteps grew slower and her words faltered as she weighed the pros and cons of revealing the truth.,hesitant
"The noxious smell lingered in the stuffy room, turning my stomach and making me want to flee.",nauseated
My jaw dropped in disbelief at the shocking sight before me.,appalled
The mere thought of that place fills me with a potent sense of repugnance.,detest
"The air in the room felt heavy, and a tense silence settled between them, making both shift uneasily in their seats.",uncomfortable
"His choice of attire left much to be desired, according to the raised eyebrows of the onlookers.",judgemental
The mere thought of their presence sends a shiver down my spine.,loathing
She always seems to find a way to change the subject when we bring up the topic she's trying to avoid.,avoiding
"I was so ready for the meet-up, but all my plans got scribbled out.",crossed out
"The overwhelming feeling lingered, casting a dark shadow over everything in its wake.",awful
I cannot believe such flagrant disregard for common decency!,outraged
The sight and smell of the decaying food in the refrigerator turned my stomach.,disgust
"The sight of the decaying carcass made her take a swift step back, wrinkling her nose in distaste.",repelled
"Even though the opportunity seemed promising, she lingered on the edge, uncertain of taking the leap.",hesitant
The stench of the rotting garbage made my stomach turn and my head swim with disgust.,nauseated
The sight before me left me with a knot in my stomach and a feeling of profound disbelief.,appalled
The mere thought of it fills me with an overwhelming sense of revulsion and disdain.,detest
His shifting gaze and awkward fidgeting betrayed his unease in the tense atmosphere.,uncomfortable
One would think they know everything based on the way they criticize others freely.,judgemental
The mere thought of it fills me with an overwhelming sense of revulsion and disgust.,loathing
I prefer to change the subject whenever that topic arises.,avoiding
Her excitement waned as she realized her carefully laid plans were now irrelevant and insignificant.,crossed out
"The feeling washes over me like a cold, heavy shroud, leaving me paralyzed and filled with dread.",awful
I cannot believe such blatant disrespect and dishonesty is tolerated.,outraged
"The repugnant stench filled the room, causing a wave of revulsion to wash over me.",disgust
The sight and smell of the decaying leftovers in the fridge caused an immediate urge to step away and shut the door.,repelled
"She took a few uncertain steps forward, her gaze flickering nervously around the room.",hesitant
The putrid smell emanating from the overflowing garbage made my stomach churn and my head spin.,nauseated
The sight before me filled me with a deep sense of shock and dismay.,appalled
The mere thought of that person's actions fills me with an overwhelming sense of disgust and disdain.,detest
The heavy silence in the room made every tick of the clock feel deafening.,uncomfortable
Some people really have no sense of style when it comes to fashion choices.,judgemental
The mere thought of having to endure their company filled me with an overwhelming sense of disgust and disdain.,loathing
I find myself skirting around the issue whenever it comes up in conversation.,avoiding
"She had meticulously planned every detail of her presentation, only to have it all erased before her eyes.",crossed out
"The feeling lingers like a dark cloud, suffocating and heavy.",awful
How dare they treat us with such disrespect and disregard for our feelings!,outraged
The foul stench made my stomach turn and my skin crawl.,disgust
"The sight of the moldy, decaying food filled me with an overwhelming desire to step away swiftly.",repelled
I'm not entirely convinced that it's the right decision to make.,hesitant
Her stomach churned and her face turned pale at the sight and smell of the decaying food in the trash.,nauseated
The sight before me filled me with a deep sense of shock and disgust.,appalled
The sight of that place fills me with an overwhelming sense of revulsion.,detest
"The heavy silence lingered in the room, creating tension that was palpable.",uncomfortable
"""It's fascinating how some people never seem to grasp the concept of common courtesy.""",judgemental
"Every time I see that smug smile, my skin crawls with revulsion.",loathing
She consistently finds excuses to steer clear of confrontations and uncomfortable situations.,avoiding
